temperature,humidity,occupancy,appliances,hour,previous_consumption,energy_consumption
34,66,7,19,7,296.1872310684096,415.70200318590673
28,73,3,18,6,414.2710372649307,441.69528552443376
29,74,2,5,20,424.99645504371824,332.0663715066244
39,38,4,16,4,259.00667083201165,380.0729069209246
28,81,3,7,22,316.50921868892726,290.1832193161575
21,78,7,19,6,315.96621042507115,416.49650261290316
31,84,1,5,17,188.08640373770018,232.7909340854041
26,87,6,11,17,147.0555735577174,279.17184964501547
34,47,2,18,15,317.4289219770502,391.36423996897
18,37,8,7,6,148.05729074058496,227.1033083381392
23,45,5,18,20,238.43548954380526,347.4467008020352
20,38,3,3,1,174.4333326563754,186.50829939244912
30,74,7,5,16,382.7664433131112,344.7089197954168
39,76,2,13,7,448.8035413999951,421.6204966270666
36,25,5,16,1,331.16584394087204,385.63319065598114
36,20,8,12,17,264.062322868639,348.35730483578044
35,27,1,7,18,498.6570563285244,364.78886306555336
35,70,1,13,19,108.48365409861569,251.98960827527927
16,44,3,1,8,221.73643368156908,182.97594006037335
38,66,3,15,11,211.46926105880016,342.5272826844856
22,74,7,12,21,242.48143922316788,313.40791076284484
25,83,6,17,18,192.23829646340107,341.67665698013917
27,29,7,5,7,205.70513417258235,234.2506011005101
31,75,4,17,21,203.0708439669309,346.94569914097445
22,31,2,15,7,302.2976203009722,331.9995862336296
35,52,2,19,9,256.4221108137724,369.3379172141509
32,36,1,1,17,355.71204079396335,262.0528613009389
32,80,9,4,14,305.7604639470742,313.2573161718742
28,29,7,3,23,173.3687409478922,224.17900755702155
29,50,3,8,10,424.0179915738031,369.6866340625222
20,79,2,9,20,288.87807933622287,282.93107245489057
25,89,3,12,13,161.2926071623931,265.82665260821847
27,36,7,5,14,166.75193717146487,231.82044986548243
39,69,5,9,13,418.78736419158236,400.53314858406026
15,56,3,1,11,381.19727368924015,258.05545523117485
20,81,9,11,3,302.61118101590444,343.12747948518916
23,48,2,7,2,222.43260390093297,234.77013189385715
22,51,7,14,11,284.2088147188304,340.94562489536986
25,30,6,3,6,354.59341485521736,281.60904654036256
36,25,6,11,6,451.71292697180576,393.31361698737567
33,54,7,17,21,322.34714707149146,408.06287172192975
38,52,6,18,18,210.69411790950005,358.2545687108572
23,37,2,19,13,117.09596587739144,274.0375468738187
31,56,5,18,0,170.18202236669623,334.60843194231086
26,32,3,6,6,360.0710482649851,298.10630901701853
39,83,9,15,21,164.17478672966305,364.2818565451019
28,20,8,7,9,292.6158212573804,301.2862677374298
29,82,2,5,17,379.5820061905542,304.984002157311
30,53,1,5,12,223.2899605612443,244.6213462137939
36,29,4,7,7,367.6423559229145,321.49106564040517
36,26,4,12,8,332.4288246591275,344.8750551148824
34,75,2,8,14,275.57564277135816,306.19651473278327
15,56,7,18,7,458.8981915537044,440.1341716555649
24,48,3,18,0,376.8235561709775,404.18885847408984
22,31,7,17,2,244.2388132610301,345.881391627532
32,36,7,11,18,421.70581341021665,387.13585940290267
15,67,1,15,8,395.24088566786867,364.52113802905683
16,45,6,6,18,416.67358620326576,318.46194423368485
15,31,4,12,14,356.38239321639776,331.4548027705273
15,40,8,7,13,251.74824633579945,254.63508217905556
23,61,8,8,0,239.43140624170763,283.15717814079346
27,80,3,4,2,361.66054430370576,293.53106539160603
15,77,4,3,1,152.36000318676048,171.96686150851758
27,73,1,3,0,427.9657401994303,298.57852565619913
34,53,2,10,17,248.13415359922922,289.12973109452327
36,26,7,15,0,352.14879574621955,414.40260819938595
21,54,7,13,8,299.6255659733672,349.7405781130588
16,34,9,19,6,307.73059680986154,397.2522319868899
20,84,9,8,12,395.20245848053884,359.3395989455348
21,44,9,18,16,350.66802146856736,391.3233019779456
28,78,6,5,12,200.12359533828538,258.219437892021
32,25,8,7,12,129.6903725694951,249.39664659810842
29,71,9,5,9,436.09362694611644,369.8887748723981
16,40,7,19,5,453.9576299007431,444.2990970081578
24,51,4,17,4,165.79861316692748,288.41402436288496
37,72,4,19,9,223.79082676781297,382.98793628291736
26,78,6,4,13,212.93695277269293,247.57175089457326
31,88,4,7,10,474.97942429606195,374.81029736912706
22,81,7,6,4,181.91095277227535,238.98656514453776
25,23,8,14,3,166.61569283993282,277.30976045130507
17,37,8,19,2,172.7354198992796,306.43367378334517
20,75,8,11,13,391.94767043750676,374.62790486127716
23,43,2,7,12,455.20793769859006,343.43127563101325
20,85,2,3,23,257.3469642533072,225.97430933165546
23,32,2,17,22,154.4319617465427,288.97927548642764
21,81,2,11,4,334.288798963336,327.3023629029771
23,73,4,15,11,183.97398333159043,308.55047418217475
32,34,5,7,22,125.66057894609392,223.52205734617132
26,88,4,15,9,454.49255135299046,455.86044772110546
22,22,5,17,1,448.3365105334704,410.59033028925825
22,56,4,11,6,490.3640641037095,405.0874239215525
32,56,7,12,6,289.60190196245316,343.85458835753457
34,22,1,13,3,217.60047928416884,303.1411725588201
29,82,1,11,11,407.91349822816096,365.1641847612626
21,54,2,11,23,172.1979728335651,248.32585006667077
25,71,1,9,3,197.31683072651225,266.88717749424603
34,47,3,11,6,202.27305048295227,273.5576557556316
30,37,6,4,19,480.647763964872,362.7424658515978
18,55,6,2,12,391.9291675324296,275.9403257159693
20,52,1,4,7,153.47791703286137,195.3487071821764
36,83,6,14,13,137.1383512495627,298.29854682568447
17,45,5,5,2,437.12594143380466,303.033580209503
23,67,7,17,1,420.9097292179046,428.69416264856363
24,59,6,12,9,368.39783120334204,358.3858275540835
28,36,7,6,5,178.44026095864643,242.50681709219052
25,59,2,12,22,292.11341555570846,334.947839728498
32,26,1,15,6,341.09037818290955,367.0419610374087
36,76,7,19,15,472.8550107361406,512.1237776988048
26,27,9,10,5,167.76949607896424,266.09210219229783
37,75,2,2,15,306.17872285844544,269.216802399598
26,50,7,12,23,163.1006555513248,285.3060249034506
27,78,3,12,11,277.5397362296609,326.8048430708522
39,77,6,7,21,180.05398985236917,285.41840449361365
27,31,3,1,14,434.4744833260845,280.6044681825405
33,67,5,18,21,201.89451105500518,347.3342439520403
33,50,2,3,2,266.8418864976097,245.33354236189297
37,82,8,5,15,263.1150609968541,313.4354757037475
28,58,8,15,17,446.5179840087034,439.9737641803959
18,39,7,10,14,403.1189858929041,344.23844272363795
27,67,6,19,22,123.0301956060336,330.44765091345647
22,73,1,1,5,126.83498286726574,155.12522424781332
37,48,8,7,16,320.47889805228164,356.9810056899249
35,67,1,18,1,271.0876109431174,388.29872318895144
37,75,8,2,1,210.23368821473684,250.16673493081868
33,36,2,19,16,417.0483752829621,431.7635106184343
26,28,8,10,18,151.45406875959978,240.50664378044183
32,53,4,15,4,489.62276514806075,432.43788562593204
20,64,7,10,3,109.64100270086439,258.29334209182286
32,28,5,10,17,147.29228984433746,264.08449546773676
33,26,8,12,7,224.5266617103408,309.7389586153585
36,35,6,8,8,303.65963810220126,332.5805985355167
19,38,5,14,23,186.45446339172955,291.82171165272933
38,25,1,2,22,394.48605954161053,267.81408509240265
23,30,3,17,17,243.01676137039593,329.8635791868507
17,80,9,6,21,115.41533335877503,214.02036399986292
24,61,9,8,10,451.08878697625767,394.32090442309243
33,32,5,1,15,477.54626923442515,359.9944431133705
17,31,3,3,15,347.4254489748177,260.6950760928823
36,39,6,15,3,422.614555428162,430.39442865257627
29,69,5,17,20,148.44461547732072,334.5168120047501
15,55,1,7,8,207.52811271466584,192.6665393352164
21,88,2,14,12,230.0926750712735,316.5774320928396
26,56,5,3,19,484.3012667793985,352.21033728101594
31,31,9,18,7,304.889055962947,410.7570054962312
35,59,4,5,10,102.965423525584,200.74957312794075
38,73,9,15,20,252.0743291480382,394.7531858178334
34,21,3,6,8,103.10024034623058,196.45483512374807
19,69,1,3,17,195.12229618897834,166.07541450188253
18,60,6,18,19,281.880026856471,363.68424436410817
26,64,7,3,2,229.35722216833466,237.1776273022554
34,28,4,8,22,113.09368491406828,223.51355371626724
38,81,5,19,17,146.53428896351176,373.21881322862833
32,66,4,18,18,320.35462448909317,399.0410540619315
31,24,3,15,8,378.2419617537941,368.32194743796936
33,20,1,14,23,261.81960489316106,311.99046165626555
23,63,6,16,17,392.59269856996275,400.63460423855014
18,41,5,3,21,165.33315540605747,177.63559016258824
35,57,1,15,15,148.82317912307442,287.15160836813783
16,38,5,19,13,435.78148637731033,429.9026963358065
18,50,6,8,18,235.68533939687987,264.21035857614794
16,86,5,2,21,272.8991687777697,240.41859508578082
29,61,1,17,14,479.0326409269186,461.433193530018
16,45,5,12,20,269.6449311748437,299.5375142995543
18,32,1,19,3,101.3960423407617,250.44984129222092
20,77,3,11,11,475.1887758199343,392.383045004606
21,37,2,18,6,105.6474533943312,254.3983065231913
24,86,1,13,10,364.9145134916792,354.025168184615
33,22,4,14,6,229.1563638130014,298.22693951099916
33,74,2,12,19,288.156302624082,350.01266064790434
36,77,5,15,2,318.91406707847364,391.82825961244527
26,82,1,8,3,263.3840229182217,283.68196506493246
17,71,1,2,1,409.74751487286727,271.8877193532494
27,43,4,8,19,472.2825638657784,371.7349137870413
32,28,7,5,14,134.5648208475473,225.0921805620355
22,56,2,2,19,420.1011524939892,288.81208290591564
35,72,2,10,11,151.46845636025805,254.93405786332778
29,43,1,10,20,132.1108732998431,218.30876759705947
15,40,5,4,16,482.3325810888515,332.6491217695171
17,59,6,4,17,295.7191125965096,263.405386042779
22,81,6,8,7,161.04131640371543,260.1927255897294
18,89,2,6,23,327.98284528683587,283.7072660446366
30,88,7,15,7,205.2948555078212,337.4222468243755
37,33,6,18,4,285.7236067231977,398.14210291235145
24,61,8,8,23,349.86383755196414,342.46691594780367
26,69,6,7,8,447.7079315479979,376.7586580682037
28,80,9,17,19,101.23255930772332,308.73721527538754
28,23,2,19,19,185.6562643663795,306.64315430252816
16,36,7,2,22,138.50821716751182,153.94501521596783
37,76,5,12,4,138.839080623625,299.4712527115332
19,67,1,19,9,478.31096525596195,448.07787510738433
19,63,3,5,0,474.433173806021,337.5600493003874
20,64,4,12,23,399.72323188049324,377.5513015326936
27,52,2,17,3,357.2252169603662,401.65846419786425
23,50,7,5,23,439.1881785430812,347.16524407116793
36,66,1,2,15,123.36349523622702,188.2242831555451
29,25,3,4,17,147.79431724049135,178.59194235997492
28,53,9,6,11,226.8451693185336,270.3260413771434
38,72,2,9,19,432.9969519586054,398.94606723876876
21,33,5,10,14,288.8930171066041,284.75443512795545
39,35,4,11,17,301.4299053750473,346.1140909587532
34,62,3,2,4,191.70617186152305,233.4624890030748
16,31,5,9,13,359.35499246941043,312.74456539227
21,89,6,17,23,455.1368616249057,456.502263146421
20,38,1,9,6,231.805687943387,226.90931695063236
31,60,2,8,10,347.6743759079536,324.08649707004196
39,72,1,5,14,232.77958564472883,273.8417748840519
39,48,3,5,20,417.087644733732,342.8998407014219
16,89,8,6,10,289.98389479692685,305.2076919371348
17,78,8,16,6,235.78760888788187,350.75466429184826
19,83,4,1,20,268.01954168451675,231.02219924389834
19,43,6,9,22,136.4910085584913,219.7530712334809
15,35,9,7,19,446.44686132897624,334.8406492918743
22,71,7,11,19,483.2276221352419,415.7013215842494
26,25,2,15,3,290.96567189416663,321.1040091109867
38,56,2,5,23,188.53488323125578,244.5951057149255
18,23,3,19,0,365.8624796355755,378.98586957528823
27,57,8,6,20,280.9525918164571,307.7603465296547
37,60,9,14,1,200.92003233536786,354.22754478591054
29,33,3,14,3,115.37325739605961,248.3744675968355
25,70,9,11,4,455.88178071540483,414.9980435570983
24,84,8,4,23,418.693740818019,344.37843646641494
17,71,5,10,1,431.6024230557518,370.32877973501695
36,49,3,2,1,275.93589237255554,247.94321948444556
28,76,7,4,17,401.302156781371,330.82157768434007
30,49,9,10,23,332.4901055519982,369.18770605862113
24,61,6,1,13,249.91011856539723,230.4826669324287
24,30,3,14,2,437.09683524887197,389.44077081159344
26,46,5,18,20,499.5030192177673,460.5501210023014
23,43,7,12,17,459.71292290974395,394.9548379198269
15,58,8,19,21,410.4767886745223,434.09219500531543
19,37,4,12,9,399.00318887695073,331.7692808000408
34,64,2,5,5,360.0995372067419,319.8429248426773
22,31,2,4,1,441.44699873583085,293.1109156923421
25,68,3,13,19,297.23249912986637,334.0775771684828
26,50,8,18,10,172.6918040791972,342.9805048181648
15,41,1,12,17,407.21988970768257,332.50259959239645
39,63,7,16,13,467.80254967035415,471.327402793941
36,83,6,6,19,236.5409167721998,313.0004161455978
34,44,2,7,12,413.1933191828542,326.6111735469241
39,70,9,9,6,209.48908123296565,301.90463548098893
25,26,5,10,20,477.0401093434728,391.4140525657766
19,25,2,5,19,373.38439680551465,253.9286666570065
29,43,3,4,9,327.7103948729589,286.4975064381731
19,38,7,11,18,411.94806316142996,369.1455104664267
26,28,7,19,12,425.29246822301667,447.2116479587741
19,55,1,7,21,456.94795929013884,326.43629867091937
31,59,4,13,1,460.4478131389722,414.4475113979228
31,43,6,13,19,121.07633022141862,268.2218068753515
38,67,8,18,11,149.16304320511819,351.8511906272545
26,82,3,9,7,430.4243512748833,385.7676381229661
38,88,3,13,17,478.4206613520713,446.8618099932789
29,72,8,13,1,223.06873924957623,343.4444052680211
29,73,8,5,15,103.44072737308613,231.1004045992026
20,61,8,12,7,229.08207561407917,300.7750886261346
26,64,1,1,15,253.14565438902866,214.68145865922793
34,33,8,18,7,404.4133458893609,441.5472074991406
32,48,8,17,22,119.03386625513565,315.82998257647984
28,25,2,10,12,185.0560944370641,237.18889313217255
16,26,9,9,5,457.5874344778558,360.9599404703007
23,56,7,8,0,161.9281637805736,247.4455374204156
19,72,8,15,1,403.6990607873371,403.5234090013968
34,37,2,13,6,244.52416623163035,319.82813392699194
15,57,4,17,12,365.0640859685545,367.96346166856586
37,78,7,9,3,129.53860132119678,265.62148503871714
17,20,6,11,8,214.62317803441735,256.0574647593386
20,87,7,4,18,269.91589499868803,268.23712920923975
19,63,1,7,19,442.8850504311156,333.3538447565625
35,66,8,3,2,325.39834305844704,314.27757863287036
19,54,7,10,22,118.09011723107568,216.86694791769742
15,79,4,3,1,420.74662933045045,312.70165144450897
31,71,1,1,15,121.80859558059302,162.54047344586215
33,27,8,14,9,473.7466255967603,447.10057450454315
28,60,7,13,11,184.68697841615582,330.1306924839584
26,22,8,5,17,295.1704578628219,288.6911288368404
24,88,1,8,1,128.91238750652363,221.11586701004563
34,33,5,12,13,324.6849545191066,337.87753119650006
35,45,9,6,11,298.89148029139267,306.43781643008566
32,89,5,2,19,264.0994139525372,279.96517965371993
38,77,3,4,23,114.2291668136159,208.88496759292525
25,59,9,5,23,451.5745514606012,366.0243995786499
16,70,9,11,23,421.05463952514503,378.0199031049622
39,24,4,13,7,353.21200813159635,377.4039159379074
32,51,4,8,22,328.89199305357215,332.9155250783703
39,20,8,5,21,377.9785725479325,353.3258589047829
21,73,7,6,6,157.5960063657469,227.93670467228046
38,30,5,15,12,473.0576985265936,455.32474899575845
29,72,6,16,14,213.86931660185638,347.2903242829711
25,27,3,11,13,362.5961089772009,338.4710347182013
32,44,6,7,4,342.7022724567619,326.17635059960526
37,59,8,6,7,354.64559188624344,342.849255386981
26,51,9,12,17,451.5808492328449,434.9129580847228
20,47,3,4,4,218.36448266024792,209.74940873989385
34,22,8,14,22,399.5792753010629,407.2960763580425
37,81,3,11,8,339.3564255756677,371.9881928479697
27,46,2,12,9,130.42413238185605,234.3244565230258
34,64,5,2,16,265.66187235279006,264.7003638242862
30,44,4,11,2,435.18062930629776,383.8682857598683
32,80,5,13,0,226.13895557223435,326.81458094151833
24,63,6,11,6,292.9055533251504,353.07649232588227
37,65,3,9,14,295.45542726146397,316.3820189902403
22,33,1,16,18,347.203946722345,353.2746127392105
32,27,4,5,7,453.6071439160733,342.191180150946
35,67,6,12,10,169.41567951406256,295.48108301787477
15,33,2,3,1,301.84675305605026,212.95773197427263
37,84,2,16,19,269.70690371504486,361.9425910869727
22,26,1,19,1,218.36803604023856,332.9305084175041
20,68,9,17,10,467.8432707815089,462.84989560331115
19,74,3,11,19,103.26843696308559,222.64266377568305
29,32,2,19,16,148.84191705215085,322.4308926520855
36,75,4,18,9,393.33777996644386,442.2622324408167
29,75,6,9,4,205.37664187476537,302.86357906925156
16,34,1,13,2,389.2717044368974,339.0975317858329
15,76,9,6,8,432.9014442862251,336.0157976980191
37,77,9,3,19,201.84640673381207,268.6199757931577
37,54,8,12,21,176.7777151452097,320.91603172798455
25,35,6,9,1,158.12025307246313,241.00983216436654
24,27,4,9,22,180.0354443529785,234.89855059659882
32,64,2,15,18,206.87415564687663,313.0217226200344
32,59,8,1,16,447.4999266162035,335.7462420446938
31,73,7,18,11,408.00176530097303,458.01672714700777
22,33,4,15,19,100.73772676729664,265.44507092073303
29,78,3,8,8,449.6476568392391,369.26468986973526
22,72,6,11,22,131.52491988079106,252.3641571463415
31,46,1,17,3,362.1062470187491,389.2362758516324
26,66,2,14,17,160.58990728673055,264.6339216794057
22,25,7,19,15,124.91032420438248,304.0291281233627
39,74,3,5,20,403.9082790084711,338.87867930388063
28,63,1,2,23,286.8812455423372,226.72413837751256
18,37,2,15,9,339.62500532446364,325.9787105464387
15,35,9,19,21,270.14120751898355,349.65773299020873
15,31,7,16,11,126.86874500313685,278.27421477721697
33,39,7,13,10,395.84726651478985,407.84715756967404
30,64,8,7,4,428.14044846753063,389.8870741294994
28,83,8,17,19,116.56821723548009,334.26832809975804
35,78,9,19,10,250.28687879357574,416.94799351539245
30,41,2,7,15,322.92661482806403,291.52176806622384
19,66,8,12,14,342.0733691067669,371.0701418378804
23,48,8,13,5,331.2611764565195,379.45182049986056
16,64,5,13,12,377.1762615608518,350.14841129416556
32,28,5,14,15,486.72648096780915,459.2265519483139
20,43,4,15,2,256.2346084514844,303.64906181831327
23,34,5,2,17,322.64942678223576,244.57269156324472
15,55,2,6,0,379.6314517855996,287.0748362212668
23,32,2,9,16,336.969528831122,297.2953351176433
39,63,5,15,19,254.70041200367265,388.75350626905146
30,55,3,16,5,349.63171517993055,397.95334249589257
27,80,1,2,8,360.04461217606456,281.148424387805
23,59,9,3,3,333.9873901305347,305.14925864571336
35,46,2,8,6,182.04426430094833,252.3774416348825
27,20,2,8,22,302.3925432609728,267.3224934223799
23,53,4,7,21,453.7427239042802,357.5406104320244
25,87,2,11,10,447.4407512128974,393.5238706359935
18,40,7,13,22,400.31516999840443,366.7132685212312
16,52,1,8,2,378.87820577489003,310.1230949972168
20,26,2,9,15,161.31165510418035,207.04568936567878
28,84,5,16,5,283.78586580177966,367.49863290269394
18,22,2,5,6,144.38052389899764,152.34468445866116
20,70,9,14,11,426.91377985440784,429.4611612882002
33,73,4,1,6,216.41728257590046,238.38210005923204
20,78,9,19,21,406.7463456996376,463.852378406402
16,25,1,17,18,425.83155660356107,381.98651465511983
32,48,1,14,21,456.9984389646163,402.5460631857165
27,36,1,13,15,401.5320313951054,362.6182596277472
23,79,4,8,17,325.89160020295253,312.8501169950192
37,41,9,3,9,339.2739658906785,314.22362285477783
33,43,8,1,0,228.2329107290477,237.08688726084955
27,70,7,19,7,170.79847655617812,346.25995701806556
25,69,1,15,2,152.25448192951205,285.53118249445964
15,30,3,8,15,172.80940844670857,191.67307443348886
38,75,9,9,23,473.58075496113895,430.6250602140601
36,61,9,13,2,165.7733016802735,318.2459586503248
21,58,5,12,1,389.4949779714199,376.10669114738073
39,88,6,9,11,173.85141732588988,305.6247234232978
35,67,6,11,7,490.11590808630945,424.21973959887265
29,76,4,5,18,246.633814190279,272.95795325863753
15,40,1,19,23,264.854571611628,325.6994764300112
26,39,5,18,17,261.80463151286153,354.13825747950773
21,34,1,11,19,426.5836736240834,341.54285290101706
29,88,1,11,14,187.31620989684382,265.9560050439923
35,70,5,6,16,432.40989436225175,374.3168604623862
33,81,5,1,17,362.8235417768324,290.09507874026536
39,56,7,9,17,188.11206711876997,294.1503698974049
15,25,2,7,8,126.16301833636427,161.78625445947455
31,45,6,6,4,409.9970165755835,354.69775170855326
31,27,2,10,10,187.58521832647472,250.31079073878195
17,23,5,5,3,455.626731889132,322.59193975853645
26,40,4,1,9,151.91411094589563,156.40392395485583
20,50,5,15,3,346.5458259230009,364.8676201794463
25,40,2,5,22,376.86735748860445,294.8934753191129
17,44,8,6,2,363.08096582288766,319.8094260182988
22,34,8,5,15,226.41192579850178,231.49351172487349
28,54,6,17,20,450.2094092881873,443.18472082304726
28,68,3,18,10,407.9221266994989,437.61782681180654
24,62,4,4,8,304.0825366485123,283.95307445871686
16,60,1,2,0,341.3172111753795,239.45154319118453
28,56,9,8,9,326.5484907789495,328.8472136724651
23,76,5,5,11,478.67943093817007,353.50130221747725
17,61,8,4,23,458.5652947117157,344.20283482411475
35,66,3,14,1,194.198914062428,320.96527761291674
22,80,4,4,14,205.10391108601806,226.0840240158056
30,33,4,8,23,492.57522885297294,371.3681460553538
16,87,8,3,19,194.6242807811475,238.0950786931711
20,72,9,14,15,481.39172979303805,446.13908027150626
35,53,3,18,1,359.9014820386981,422.7253185950956
39,43,7,12,12,120.04377561642703,266.7880196492842
26,39,9,15,17,234.29087978433344,353.94243996223304
19,88,2,9,21,290.46162876515666,287.8596313953565
16,49,4,2,18,433.2371565801807,300.9035642155531
30,26,3,1,10,231.43416531014066,206.27274962834002
19,55,8,15,13,224.23132484981858,312.1166965571505
29,57,4,15,2,468.1053036114656,439.6026540815562
26,71,9,8,8,131.61373816046938,272.29150962780824
18,34,1,3,4,320.60848588599816,220.2946451516101
29,65,1,2,13,301.6957079392413,263.8463239986615
25,42,4,4,6,122.93390408900416,182.17759227698656
30,31,3,18,11,135.10368820772425,308.7002372329626
37,63,3,12,20,252.78697319120184,331.8489955780217
20,34,2,18,17,153.6644877379124,278.9092602457626
28,68,2,10,10,291.22876177914236,329.424571133535
32,40,8,8,23,343.5555541628718,349.8140184655436
26,34,1,18,8,376.5586738011907,385.0981828812433
25,33,8,17,10,318.5880263683058,390.10348104870377
27,61,3,19,17,251.86400635732497,359.19034835665764
35,34,2,6,1,151.90345064185422,214.43539186040115
37,82,9,14,19,198.99416592283103,373.5035928573769
25,87,5,5,12,267.76867080634145,277.3773654638464
37,46,5,8,14,469.6457933609202,388.59539587709787
30,72,6,8,7,181.04023247775802,261.7992779316643
29,71,4,18,4,265.33769237306217,377.6381424702237
35,82,7,9,4,392.92354294962166,386.7400632118014
29,72,7,14,6,382.0813408007578,398.6091928177558
39,76,9,14,11,486.23703778957724,479.820784728477
18,71,6,14,19,176.36051867186976,304.61323044124185
25,62,1,17,11,106.60784463998473,268.5498060623189
33,26,9,2,8,228.92930439488111,243.59582524422714
29,61,9,14,3,159.87704499308643,307.7785782101385
18,23,5,12,7,319.38762095340246,306.4094889621671
35,88,7,16,18,459.51162210009346,477.64268351004944
27,24,1,6,21,375.29073318901715,285.11313856441416
36,60,4,18,0,154.31954254004995,318.85980580343806
33,23,4,7,22,146.43600975819498,230.29295405563337
16,21,5,2,10,464.5799253101709,292.39671494653345
28,86,6,13,22,295.04381995696014,367.7905798302525
18,40,4,8,12,469.4691967957189,360.40452239871945
30,89,6,12,17,394.4870862172066,416.3966142700258
35,62,7,1,20,497.3393842541604,362.05191365904756
34,88,3,9,19,448.49109706438935,406.8656679265859
28,28,9,8,9,265.68487690472205,304.4999829861887
29,47,8,9,12,403.29113102063616,378.1408182754589
17,45,1,5,11,288.491266927978,241.9322768930162
22,22,2,13,12,193.22891723964585,263.94833436851457
30,68,2,14,1,196.4117035025438,311.6589627086756
24,36,9,4,2,258.92885778472544,273.1707972329889
18,82,9,17,16,144.58649040487015,323.3505152560382
32,74,9,9,20,171.10651395545756,295.57562027353333
16,42,1,15,18,300.2434734880396,321.30159825182415
31,53,7,4,11,481.56899094472243,370.4215076745248
27,88,3,2,15,331.07453680689,282.7996182845722
18,34,9,13,19,263.39869967520895,314.9283417837016
39,66,8,4,19,197.0801279477207,248.8910905236204
25,22,3,18,21,178.36052188257625,306.2409746493143
21,47,1,16,9,363.36281175155824,346.52646191563656
26,22,9,10,22,439.3301269686635,378.707395861874
24,23,1,2,22,259.5423705756654,205.49418413913716
21,50,3,14,14,320.26361854931315,346.4362543263385
27,64,6,2,7,382.6907044996156,315.96353590170713
21,78,6,18,18,123.31823002223032,290.2959839358401
38,64,4,1,4,240.35881897447337,247.12160272326938
31,56,2,13,11,391.90115590484356,377.7786678177122
24,84,6,6,9,373.84761060770876,346.1135844284154
24,28,5,17,21,121.33908976643654,292.3661896105025
38,36,6,17,13,195.12739934936198,334.71818007819024
18,84,7,11,21,371.9828857780005,368.5511250119715
34,22,9,6,11,208.56641694236183,274.18120911892834
18,45,7,3,23,425.76411757495504,305.7138694570952
36,72,4,14,12,111.80194367966374,307.7678218519848
21,50,5,6,20,176.13881171737802,215.24776981160875
36,45,6,17,20,212.52519202022324,353.13431904253144
15,42,9,3,16,470.11593392403535,320.81909570928684
26,49,5,17,0,418.52758254826625,427.3766186733892
38,29,5,19,21,453.6580346117271,441.4641322396537
27,83,7,18,9,276.191658870915,396.3086030167261
24,41,2,5,4,429.024836510568,324.25087128900964
29,34,3,15,10,441.39742873869943,394.6611794396792
27,75,2,3,9,259.9827295499998,226.3092014280125
37,39,2,8,5,497.7847390977011,402.66536606984306
36,66,3,7,14,440.4954516863477,386.7399818176483
36,72,6,18,8,489.6387874979155,488.78057915727794
35,72,5,10,7,446.5988434580662,429.29693980677735
36,20,5,10,22,410.48145610224316,376.04117289447
23,21,2,19,22,477.5375493858183,443.87933585852585
23,77,2,1,5,267.927697833836,215.14876570891127
29,38,1,2,5,413.33337339874504,298.8906078418564
24,81,3,1,16,185.1564823664438,192.14025449910187
38,31,7,9,11,393.11754188843076,372.28254462427276
39,45,5,15,6,414.14131322095716,436.68737014249336
24,46,7,18,4,386.6097639534359,420.05414251001804
22,48,9,18,15,439.9252261428647,439.7592893474323
38,34,6,7,22,265.3341787398423,299.71805535551755
30,65,2,14,5,317.9072528301966,354.3758334257354
31,20,1,18,7,104.2669642781084,260.24102111991306
19,79,1,19,2,158.4212652024096,318.19484089057244
18,76,9,5,7,357.67757025112866,343.8781734212653
32,22,6,9,6,324.92687985801797,314.02584404434344
38,37,6,18,16,178.93300541656163,350.99426328512214
33,71,4,13,18,197.38591766411264,310.3392669982919
18,79,2,5,19,237.63288076938323,255.31879010623226
21,53,3,15,13,386.5658851774037,382.3719961836863
24,79,3,19,5,343.8866410653204,418.5185456037941
39,45,8,11,6,127.82850567011593,297.8411531230815
32,38,6,9,4,403.9756596049442,368.09058537059184
33,41,7,16,18,205.0638252088118,339.9148879369674
18,52,9,11,20,368.70387136176805,376.1060652593157
24,57,1,2,6,149.3451378646202,172.48419580102816
15,54,2,8,8,499.1685106876672,347.1668347267508
37,86,9,5,11,132.13406827508564,254.2182170849493
32,29,5,11,14,396.69361136039805,366.1155933768747
19,34,4,11,14,316.53214370123817,317.0316502377216
29,30,1,9,23,134.37567651365532,225.20352919681088
31,43,9,11,20,110.7241830203022,287.8431653500402
17,23,9,5,15,245.06628700667144,233.69279622637967
26,32,4,9,22,420.8895728028576,350.802373003348
16,76,9,1,19,116.460496112557,171.405205418555
15,56,1,10,14,381.75946533122163,312.9683026351601
37,67,5,8,4,362.1505105056955,368.76651827136027
35,20,1,19,11,206.21507070910687,329.33799171388006
31,79,4,16,3,130.9968142939561,321.6071431480084
36,31,5,13,2,466.1287842216248,421.0949684272896
30,40,3,5,0,220.13992109468958,241.47712800005553
19,30,2,18,12,144.55329271470447,267.6214155463936
29,63,6,9,4,372.6068313443664,340.80083110073264
17,77,3,4,11,186.67249151665118,193.2879365124253
21,63,1,14,1,290.25230222505195,322.3548333047386
25,53,5,7,5,120.16221769441321,230.7879761755009
24,44,2,12,4,497.193579563242,395.1412353440963
23,23,2,7,17,279.04845071019696,247.37991853059384
28,83,4,11,23,499.6439925238137,435.2364942236646
27,35,4,15,4,254.26995077362653,319.927264651397
39,29,4,7,17,239.14102237688778,271.27586935427763
